Artist,Artist_Genres
Pabllo Vittar,baile pop
Pabllo Vittar,baile pop
Marília Mendonça,sertanejo
Wesley Safadão,forro
Maiara & Maraisa,sertanejo universitario
Anitta,baile pop
Simone & Simaria,baile pop
Lucas Lucco,brazilian electronica
Naiara Azevedo,sertanejo
Marília Mendonça,sertanejo
Henrique & Juliano,sertanejo universitario
Matheus & Kauan,sertanejo universitario
Matheus & Kauan,sertanejo universitario
Dennis DJ,baile funk
Poo Bear,deep pop r&b
Matheus & Kauan,sertanejo universitario
Bruninho & Davi,pagode
Luan Santana,sertanejo pop
Marília Mendonça,sertanejo
Bruninho & Davi,pagode
Jorge & Mateus,sertanejo
Henrique & Juliano,sertanejo universitario
João Neto & Frederico,pagode
Anavitória,folk brasileiro
MC Kevinho,deep funk carioca
Gusttavo Lima,sertanejo
Jorge & Mateus,sertanejo
Henrique & Diego,brazilian electronica
Anavitória,folk brasileiro
Anavitória,folk brasileiro
Jorge & Mateus,sertanejo
MC Kevinho,deep funk carioca
Simone & Simaria,baile pop
Henrique & Juliano,sertanejo universitario
Mc's Zaac & Jerry Smith,brega funk
Israel Novaes,axe
Jorge & Mateus,sertanejo
MC WM,baile pop
Kell Smith,baile pop
Henrique & Juliano,sertanejo universitario
Ivete Sangalo,axe
Jorge & Mateus,sertanejo
Matheus & Kauan,sertanejo universitario
Marcos & Belutti,pagode
Zé Neto & Cristiano,sertanejo universitario
Henrique & Juliano,sertanejo universitario
Jorge & Mateus,sertanejo
Rouge,baile pop
Ivete Sangalo,axe
Projota,brazilian hip hop
Henrique & Diego,brazilian electronica
MC WM,baile pop
Henrique & Juliano,sertanejo universitario
Luan Santana,sertanejo pop
Wesley Safadão,forro
Ludmilla,baile pop
Tribalistas,bossa nova
Matheus & Kauan,sertanejo universitario
Delano,baile pop
Jadson Vianna,
Ludmilla,baile pop
MC Kevinho,deep funk carioca
Luan Santana,sertanejo pop
Marília Mendonça,sertanejo
Matheus & Kauan,sertanejo universitario
Jorge & Mateus,sertanejo
Tribalistas,bossa nova
Nego do Borel,NA
Maiara & Maraisa,sertanejo universitario
Marília Mendonça,sertanejo
Maiara & Maraisa,sertanejo universitario
Anitta,baile pop
Henrique & Juliano,sertanejo universitario
Wesley Safadão,forro
MC Kekel,brazilian electronica
Tiago Iorc,brazilian rock
Matheus & Kauan,sertanejo universitario
Fernando & Sorocaba,pagode
Marcos & Belutti,pagode
Mc Davi,brazilian electronica
Tribalistas,bossa nova
Zé Felipe,sertanejo pop
Pabllo Vittar,baile pop
Projota,brazilian hip hop
Projota,brazilian hip hop
Wesley Safadão,forro
Alok,brazilian electronica
Claudia Leitte,axe
Anitta,baile pop
Anavitória,folk brasileiro
Gusttavo Lima,sertanejo
Ivete Sangalo,axe
IZA,baile pop
Tribalistas,bossa nova
Gustavo Mioto,sertanejo
Preta Gil,axe
Bruno Martini,brazilian electronica
Costa Gold,brazilian electronica
Henrique & Diego,brazilian electronica
Tribalistas,bossa nova
Lucas Lucco,brazilian electronica
Mc Livinho,baile pop
Bruno Martini,brazilian electronica
Nego do Borel,NA
Luan Santana,sertanejo pop
Tribalistas,bossa nova
Katy Perry,dance pop
Alok,brazilian electronica
Fifth Harmony,dance pop
Ana Vilela,mpb
Marília Mendonça,NA
Charli XCX,NA
Fernando & Sorocaba,NA
Wesley Safadão,NA
Mc Livinho,NA
Projota,brazilian hip hop
FTampa,brazilian electronica
Fifth Harmony,dance pop
Simone & Simaria,baile pop
Ludmilla,baile pop
Mallu Magalhães,baile pop
Wesley Safadão,forro
Wesley Safadão,forro
Karol Conká,baile pop
Lucas Lucco,brazilian electronica
Class A,brazilian hip hop
Naiara Azevedo,sertanejo
Wesley Safadão,forro
Anavitória,folk brasileiro
Fifth Harmony,dance pop
Fernando & Sorocaba,pagode
Jorge & Mateus,sertanejo
Lucas Lucco,brazilian electronica
Nego do Borel,NA
Jorge & Mateus,sertanejo
Naiara Azevedo,sertanejo
Belchior,bossa nova
Simone & Simaria,baile pop
Anavitória,folk brasileiro
Pabllo Vittar,baile pop
Fifth Harmony,dance pop
Gustavo Mioto,sertanejo
João Neto & Frederico,pagode
Simone & Simaria,baile pop
MC Kevinho,deep funk carioca
Fifth Harmony,dance pop
Lucas Lucco,brazilian electronica
João Bosco & Vinicius,pagode
MC WM,baile pop
Jorge & Mateus,sertanejo
Lucas Lucco,brazilian electronica
MC Kevinho,deep funk carioca
Demi Lovato,dance pop
Katy Perry,dance pop
Demi Lovato,dance pop
MC G15,brazilian electronica
FTampa,brazilian electronica
George Henrique & Rodrigo,sertanejo
Matheus & Kauan,sertanejo universitario
Mc Sapao,baile funk
Mc Davi,brazilian electronica
Nego do Borel,NA
Jerry Smith,brega funk
Simone & Simaria,baile pop
Demi Lovato,dance pop
MC WM,baile pop
Anavitória,folk brasileiro
Wesley Safadão,forro
Loubet,sertanejo
Sandy,baile pop
Wesley Safadão,forro
Demi Lovato,dance pop
Gustavo Mioto,sertanejo
Marília Mendonça,sertanejo
Mc Livinho,baile pop
Katy Perry,dance pop
Marília Mendonça,sertanejo
Matheus & Kauan,sertanejo universitario
Rouge,baile pop
Tribalistas,bossa nova
Wesley Safadão,forro
Hungria Hip Hop,brazilian electronica
Day e Lara,sertanejo pop
Fernando & Sorocaba,pagode
Katy Perry,dance pop
Naiara Azevedo,sertanejo
Henrique & Juliano,sertanejo universitario
Maiara & Maraisa,sertanejo universitario
Demi Lovato,dance pop
Fifth Harmony,dance pop
Marília Mendonça,sertanejo
Matheus & Kauan,sertanejo universitario
Mc Maha,deep funk carioca
Diego & Victor Hugo,sertanejo pop
Jads & Jadson,sertanejo
Marília Mendonça,sertanejo
Charli XCX,candy pop
Hungria Hip Hop,brazilian electronica
Henrique & Diego,brazilian electronica
Marcos & Belutti,pagode
Anitta,baile pop
Demi Lovato,dance pop
Naiara Azevedo,sertanejo
Fifth Harmony,dance pop
Jads & Jadson,sertanejo
Luan Santana,sertanejo pop
Marília Mendonça,sertanejo
Rouge,baile pop
Wesley Safadão,forro
Aerosmith,album rock
Simone & Simaria,baile pop
Day e Lara,sertanejo pop
Henrique & Diego,brazilian electronica
Mariana Nolasco,nova mpb
Pabllo Vittar,baile pop
Marília Mendonça,sertanejo
Bruno & Barretto,sertanejo
Fernando & Sorocaba,pagode
Jonas Esticado,forro
Matheus & Kauan,sertanejo universitario
Mc Diguinho,
Rouge,baile pop
Zé Felipe,sertanejo pop
Mc Livinho,baile pop
Mc Pikachu,deep funk carioca
Katy Perry,dance pop
Fernando & Sorocaba,pagode
Henrique & Juliano,sertanejo universitario
Ana Vilela,mpb
Claudia Leitte,axe
Jorge & Mateus,sertanejo
Maroon 5,pop
Mc Don Juan,brazilian electronica
Fifth Harmony,dance pop
Marília Mendonça,sertanejo
Henrique & Diego,brazilian electronica
MC G15,brazilian electronica
Demi Lovato,dance pop
MC Kevinho,deep funk carioca
Poo Bear,deep pop r&b
Marília Mendonça,sertanejo
Mc Maha,deep funk carioca
Sevenn,brazilian electronica
Dennis DJ,baile funk
Michel Teló,axe
Simone & Simaria,baile pop
Charlotte Lawrence,dance pop
Ludmilla,baile pop
Matheus & Kauan,sertanejo universitario
Projota,brazilian hip hop
Ana Vilela,mpb
Gusttavo Lima,sertanejo
Pabllo Vittar,baile pop
Priscilla Alcântara,adoracao
Maiara & Maraisa,sertanejo universitario
Tribalistas,bossa nova
Henrique & Juliano,sertanejo universitario
Luísa Sonza,baile pop
Pedro Paulo & Alex,sertanejo
Belchior,bossa nova
Haikaiss,brazilian electronica
Jerry Smith,brega funk
Jorge & Mateus,sertanejo
Marília Mendonça,sertanejo
Baco Exu do Blues,baile pop
Esteban Tavares,NA
Henrique & Juliano,sertanejo universitario
Henrique & Juliano,sertanejo universitario
MC Lan,brazilian electronica
João Neto & Frederico,pagode
Mc Gui,
MC Lan,brazilian electronica
Wesley Safadão,forro
Gusttavo Lima,sertanejo
Henrique & Juliano,sertanejo universitario
Shawn Mendes,canadian pop
Maiara & Maraisa,sertanejo universitario
Henrique & Juliano,sertanejo universitario
Lady Gaga,dance pop
Maiara & Maraisa,sertanejo universitario
Priscilla Alcântara,adoracao
Projota,brazilian hip hop
Red Hot Chili Peppers,alternative rock
Felipe Araújo,sertanejo pop
Projota,brazilian hip hop
UM44K,nova mpb
Demi Lovato,dance pop
Gusttavo Lima,sertanejo
Jetlag Music,brazilian electronica
Alok,brazilian electronica
Henrique & Juliano,sertanejo universitario
Mc Don Juan,brazilian electronica
Wesley Safadão,forro
Katy Perry,dance pop
Matheus & Kauan,sertanejo universitario
Natiruts,brazilian reggae
Delano,baile pop
Maroon 5,pop
Naiara Azevedo,sertanejo
Vintage Culture,brazilian electronica
Criolo,brazilian hip hop
Henrique & Diego,brazilian electronica
Henrique & Juliano,sertanejo universitario
Luan Santana,sertanejo pop
Matheus & Kauan,sertanejo universitario
Mc Livinho,baile pop
Valesca Popozuda,baile pop
Gabriel Diniz,sertanejo pop
Haikaiss,brazilian electronica
MC Gudan,deep funk carioca
1Kilo,brazilian electronica
Jerry Smith,brega funk
Jojo Maronttinni,baile pop
Leo Santana,axe
Marília Mendonça,sertanejo
Rouge,baile pop
Wesley Safadão,forro
Anavitória,folk brasileiro
George Henrique & Rodrigo,sertanejo
Gusttavo Lima,sertanejo
Henrique & Diego,brazilian electronica
Thiaguinho,pagode
Haikaiss,brazilian electronica
Leo Santana,axe
Marília Mendonça,sertanejo
Pineapple StormTv,brazilian hip hop
Thiago Brava,sertanejo pop
Wesley Safadão,forro
1Kilo,brazilian electronica
Charlie Brown Jr.,brazilian rock
Demi Lovato,dance pop
Felipe Araújo,sertanejo pop
João Brasil,baile funk
João Neto & Frederico,pagode
Belchior,bossa nova
Justin Timberlake,dance pop
Pabllo Vittar,baile pop
Rouge,baile pop
Wesley Safadão,forro
Haikaiss,brazilian electronica
Justin Timberlake,dance pop
Kell Smith,baile pop
Michel Teló,axe
Roberta Campos,folk brasileiro
Anavitória,folk brasileiro
Bonde R300,deep funk carioca
Claudia Leitte,axe
Ivete Sangalo,axe
MC Bin Laden,deep funk carioca
MC Gustta,deep funk carioca
Projota,brazilian hip hop
Simone & Simaria,baile pop
Tribalistas,bossa nova
Alok,brazilian electronica
Demi Lovato,dance pop
Henrique & Juliano,sertanejo universitario
Lulu Santos,brazilian rock
Marília Mendonça,sertanejo
Naiara Azevedo,sertanejo
Pedro Paulo & Alex,sertanejo
Tribalistas,bossa nova
Vida Música Espírito,
Ana Vilela,mpb
Belchior,bossa nova
Bruno & Marrone,pagode
Cat Dealers,brazilian electronica
Haikaiss,brazilian electronica
Henrique & Diego,brazilian electronica
Jefferson Moraes,sertanejo
Liu,brazilian electronica
Mano Walter,sertanejo pop
Matheus & Kauan,sertanejo universitario
Wesley Safadão,forro
1Kilo,brazilian electronica
Bruno & Marrone,pagode
Edu Chociay,sertanejo pop
Fernando & Sorocaba,pagode
MC Kekel,brazilian electronica
MC WM,baile pop
Munhoz & Mariano,sertanejo
Tiago Iorc,brazilian rock
Edu Chociay,sertanejo pop
Luan Santana,sertanejo pop
Ludmilla,baile pop
Mamonas Assassinas,brazilian rock
MC Kevinho,deep funk carioca
Natiruts,brazilian reggae
Nego do Borel,NA
Oriente,brazilian electronica
Belchior,bossa nova
Luan Santana,sertanejo pop
Mc Vitão,
Simone & Simaria,baile pop
Thiaguinho,pagode
1Kilo,brazilian electronica
MC Kekel,brazilian electronica
MC Lan,brazilian electronica
Thiago Brava,sertanejo pop
Cleber & Cauan,sertanejo
ConeCrewDiretoria,brazilian electronica
Henrique & Juliano,sertanejo universitario
Marília Mendonça,sertanejo
Matheus & Kauan,sertanejo universitario
MC Kevinho,deep funk carioca
Rouge,baile pop
Vibes Brasil,
Alok,brazilian electronica
Dilsinho,pagode
FTampa,brazilian electronica
Marcos & Belutti,pagode
MC WM,baile pop
Bruninho & Davi,pagode
Mc Livinho,baile pop
MC WM,baile pop
MC WM,baile pop
Nego do Borel,NA
O Rappa,brazilian hip hop
Parangolé,axe
Solange Almeida,axe
UM44K,nova mpb
Henrique & Diego,brazilian electronica
Mallu Magalhães,baile pop
MC Jhowzinho e MC Kadinho,baile pop
Pabllo Vittar,baile pop
Zé Ricardo & Thiago,sertanejo
Fernando & Sorocaba,pagode
Kleo Dibah & Rafael,sertanejo pop
Mc Gw,deep funk carioca
MC Rahell,deep funk carioca
Projota,brazilian hip hop
Belchior,bossa nova
Emicida,brazilian hip hop
Gustavo Mioto,sertanejo
Gusttavo Lima,sertanejo
Legião Urbana,brazilian punk
Maiara & Maraisa,sertanejo universitario
Matheus & Kauan,sertanejo universitario
MC's Zaac,
Mc Zaac,baile pop
Red Hot Chili Peppers,alternative rock
Zé Neto & Cristiano,sertanejo universitario
Atitude 67,brazilian electronica
Bon Jovi,glam metal
Dani Russo,baile pop
Dennis DJ,baile funk
Gaab,deep funk carioca
Grupo Revelação,axe
Jorge & Mateus,sertanejo
Marcos & Belutti,pagode
Mc Don Juan,brazilian electronica
MC Kevinho,deep funk carioca
Mc Léléto,brazilian electronica
Tiê,baile pop
Wesley Safadão,forro
Anavitória,folk brasileiro
Dennis DJ,baile funk
Haikaiss,brazilian electronica
Henrique & Juliano,sertanejo universitario
Luan Santana,sertanejo pop
Maiara & Maraisa,sertanejo universitario
Mc Don Juan,brazilian electronica
Mc Gw,deep funk carioca
Mc Livinho,baile pop
Nando Reis,brazilian rock
Pabllo Vittar,baile pop
Thiago Brava,sertanejo pop
Tiago Iorc,brazilian rock
Turma do Pagode,pagode
Wesley Safadão,forro
Anavitória,folk brasileiro
Charlie Brown Jr.,brazilian rock
Dani Russo,baile pop
Henrique & Diego,brazilian electronica
Jerry Smith,brega funk
Ludmilla,baile pop
Mc Don Juan,brazilian electronica
Mc Th,brazilian electronica
MC WM,baile pop
Preta Gil,axe
Red Hot Chili Peppers,alternative rock
Tribalistas,bossa nova
Anavitória,folk brasileiro
Dimmi,deep tropical house
Felipe Araújo,sertanejo pop
Haikaiss,brazilian electronica
Henrique & Juliano,sertanejo universitario
Mc Denny,
MC G15,brazilian electronica
MC WM,baile pop
MC WM,baile pop
Naiara Azevedo,sertanejo
Perera DJ,deep funk carioca
Wesley Safadão,forro
Zé Neto & Cristiano,sertanejo universitario
The Tragically Hip,canadian indie
The Tragically Hip,canadian indie
Madalen Duke,canadian electropop
The Tragically Hip,canadian indie
The Tragically Hip,canadian indie
The Tragically Hip,canadian indie
The Tragically Hip,canadian indie
NAV,canadian hip hop
The Tragically Hip,canadian indie
The Tragically Hip,canadian indie
The Tragically Hip,NA
Hedley,canadian pop
NAV,canadian hip hop
The Tragically Hip,NA
The Tragically Hip,NA
The Tragically Hip,NA
Majid Jordan,alternative r&b
The Tragically Hip,NA
The Tragically Hip,NA
The Tragically Hip,NA
The Tragically Hip,canadian indie
NAV,canadian hip hop
NAV,canadian hip hop
NAV,canadian hip hop
The Tragically Hip,canadian indie
NAV,canadian hip hop
Majid Jordan,alternative r&b
Machine Gun Kelly,hip hop
dvsn,alternative r&b
NAV,canadian hip hop
NAV,canadian hip hop
NAV,canadian hip hop
The Tragically Hip,canadian indie
Coleman Hell,canadian pop
Hedley,canadian pop
NAV,canadian hip hop
NAV,canadian hip hop
Allie X,canadian electropop
Jonathan Roy,canadian folk
NAV,canadian hip hop
The Tragically Hip,canadian indie
Arkells,canadian indie
Daniel Caesar,canadian contemporary r&b
NAV,canadian hip hop
The Tragically Hip,canadian indie
PARTYNEXTDOOR,hip hop
Sydney Lauren,
Jonathan Roy,canadian folk
Felix Cartal,deep tropical house
Cassow,portland hip hop
The Tragically Hip,canadian indie
Lucky Rose,
Chris Lane,contemporary country
Virginia To Vegas,canadian pop
Majid Jordan,alternative r&b
The Tragically Hip,canadian indie
Pressa,canadian hip hop
Arcade Fire,NA
Allie X,canadian electropop
Lights,canadian folk
Hedley,canadian pop
NAV,canadian hip hop
NAV,canadian hip hop
Roy Woods,canadian hip hop
The Cranberries,irish rock
A$AP Ferg,hip hop
Elijah Woods x Jamie Fine,NA
Jocelyn Alice,canadian electropop
Post Malone,pop
DVBBS,big room
Hedley,canadian contemporary country
The Tragically Hip,canadian indie
CVBZ,
Hedley,canadian pop
Walk Off the Earth,canadian rock
Illenium,edm
WizKid,afrobeats
NAV,canadian hip hop
Coleman Hell,canadian pop
Fat Joe,dance pop
Gucci Mane,atl hip hop
iDubbbz,
Kanye West,chicago rap
Machine Gun Kelly,hip hop
Bob Pressner,
Jocelyn Alice,canadian electropop
NAV,canadian hip hop
Tritonal,big room
Vince Staples,conscious hip hop
Virginia To Vegas,canadian pop
Dave,grime
Diana Krall,adult standards
NAV,canadian hip hop
Chris Brown,dance pop
DVBBS,big room
Smokepurpp,miami hip hop
The Tragically Hip,canadian indie
VINAI,big room
Marc E. Bassy,dance pop
Rachel Platten,dance pop
Chris Lane,contemporary country
NAV,canadian hip hop
The Heist,
The Tragically Hip,canadian indie
Alyssa Reid,canadian pop
Saya,french pop
WizKid,afrobeats
88GLAM,canadian hip hop
NAV,canadian hip hop
The Tragically Hip,canadian indie
Justin Bieber,canadian pop
Barenaked Ladies,alternative rock
French Montana,hip hop
French Montana,hip hop
DiRTY RADiO,
The Weeknd,canadian contemporary r&b
Lights,canadian folk
ScHoolboy Q,gangster rap
Ruth B.,dance pop
The Weeknd,canadian contemporary r&b
Arcade Fire,NA
Madalen Duke,canadian electropop
The Katherines,indie electro-pop
Eve,dance pop
Grace VanderWaal,pop
Roy Woods,canadian hip hop
dvsn,alternative r&b
Sydney Lauren,
The Weeknd,canadian contemporary r&b
AC/DC,album rock
Destiny's Child,dance pop
Drake,canadian hip hop
Karl Wolf,canadian pop
Sage The Gemini,dance pop
NAV,canadian hip hop
The Tragically Hip,canadian indie
Virginia To Vegas,canadian pop
Chris Botti,adult standards
Chris Lane,contemporary country
The Foundations,brill building pop
Alessia Cara,canadian contemporary r&b
Hedley,canadian pop
Mumford & Sons,modern rock
Laurence Nerbonne,indie quebecois
The Tragically Hip,canadian indie
Anevo,catstep
Jessie Reyez,canadian contemporary r&b
Scott Helman,canadian folk
Adventure Club,brostep
ayokay,electropop
Bing Crosby,adult standards
Matt Terry,talent show
Plain White T's,neo mellow
Quality Control,hip hop
Scott Helman,canadian folk
Green Day,permanent wave
Machine Gun Kelly,hip hop
Marianas Trench,canadian pop
MGMT,alternative dance
The Weeknd,canadian contemporary r&b
Majid Jordan,alternative r&b
SonReal,bc underground hip hop
16yrold,vapor trap
Bek Phillips,
Nazo Bravo,
88GLAM,canadian hip hop
Alyssa Reid,canadian pop
Drake,canadian hip hop
Of Monsters and Men,folk-pop
Sam Hunt,contemporary country
Aminé,hip hop
Christian Hudson,canadian folk
Kent Jones,miami hip hop
bülow,electropop
Dierks Bentley,contemporary country
Hedley,canadian pop
Keith Urban,australian country
Post Malone,pop
Pitbull,dance pop
Robin Schulz,dance pop
Xen,swiss hip hop
Nemo,mundart
Xen,swiss hip hop
Xen,swiss hip hop
Lo & Leduc,mundart
Xen,swiss hip hop
Xen,swiss hip hop
Pronto,swiss hip hop
Nemo,mundart
JJ Hannon,
Xen,swiss hip hop
London Grammar,chamber pop
Macklemore,pop rap
Ty Dolla $ign,pop
Dodo,mundart
Macklemore,pop rap
Nathan Goshen,israeli mediterranean
Dylan Diamond,
Lil Yachty,atl hip hop
Luke Christopher,indie pop rap
Angus & Julia Stone,folk-pop
MØ,dance pop
Alex Adair,deep tropical house
Macklemore,pop rap
Macklemore,pop rap
